emails,rating,height,bmi,yrs_education,age,days_active
3,0.1425931,63.5,21.79304,18,1,5
5,-0.4139362,65.5,22.12109,16,3,108
14,-0.177276,65.5,18.84389,12.5,2,108
41,-0.0323741,67.5,17.74376,12.5,3,108
149,0.4743235,67.5,23.9155,18,1,108
66,0.2594312,65.5,20.48249,16,3,108
7,-0.2783586,65.5,28.67549,16,1,108
1,0.2320233,61,23.61596,12.5,3,5
33,0.4703966,61,17.94813,16,3,53
8,-0.8183726,65.5,38.50708,12.5,3,63
97,0.7507905,65.5,18.84389,18,1,18
166,0.8523303,67.5,20.82963,16,1,104
3,-0.7030808,63.5,27.02337,12.5,3,28
1,-1.177317,71.5,25.43987,12.5,3,6
11,-0.2468861,67.5,28.54431,18,3,36
42,0.1689534,67.5,20.82963,16,1,12
2,0.6713609,67.5,30.08724,14,2,3
25,-0.7372934,63.5,27.02337,8,1,79
46,0.0689656,67.5,17.74376,15,3,108
32,-0.2102676,65.5,22.12109,12.5,3,54
6,-0.4337344,63.5,21.79304,17,1,67
17,0.9378065,61,19.83741,8,3,108
20,0.9534782,61,23.61596,12.5,3,32
62,0.8890319,69.5,18.19264,16,1,78
8,-0.0107113,71.5,19.93936,12.5,3,108
61,0.3478595,63.5,20.0496,17.5,3,62
65,0.9262095,71.5,21.31449,16,1,108
13,-0.1939813,67.5,19.28669,17,1,52
21,0.0597832,61,25.50524,14,1,75
74,1.141161,61,23.61596,16,2,92
8,1.548389,67.5,17.74376,18,1,6
36,0.325246,69.5,21.10346,12,2,72
1,-0.363958,61,17.94813,14,1,68
38,0.692906,67.5,17.74376,18,2,10
60,-0.5499469,67.5,17.74376,18,2,108
55,1.198573,67.5,20.82963,16,1,24
64,0.850874,63.5,18.30616,18,3,27
23,0.0057359,61,21.72669,8,1,24
14,-0.5302699,65.5,18.84389,8,3,42
151,0.4297417,67.5,17.74376,18,3,102
30,0.4052038,65.5,20.48249,12.5,2,61
4,-0.5306389,63.5,25.27993,12.5,3,108
31,0.5982789,63.5,21.79304,17.5,1,24
67,1.311576,65.5,25.39829,16,1,79
74,0.7052683,63.5,21.79304,12.5,1,108
21,0.0496561,71.5,24.06475,16,3,108
47,0.6214268,65.5,20.48249,16,3,5
6,-0.4776777,65.5,22.12109,16,3,108
28,0.6580486,63.5,20.0496,18,1,108
0,0.9917739,63.5,25.27993,15,1,13
21,0.1257842,67.5,20.82963,18,2,108
22,0.4162745,69.5,18.19264,17,2,69
11,0.3164656,67.5,19.28669,12.5,2,108
40,0.8322538,65.5,18.84389,16,3,49
59,0.0983761,63.5,21.79304,18,1,80
5,1.021444,65.5,22.12109,16,2,108
15,0.2741772,69.5,18.19264,18,1,48
25,0.1652255,63.5,21.79304,17,1,71
16,0.3929616,71.5,21.31449,16,1,56
15,-0.3779344,71.5,19.93936,15,3,19
34,0.8606591,67.5,19.28669,16,1,108
46,-0.3312529,67.5,19.28669,8,3,78
55,0.8320781,61,19.83741,16,3,108
36,0.1301009,61,19.83741,16,3,47
26,0.0804868,67.5,20.82963,16,3,6
31,0.5394219,65.5,20.48249,12.5,2,108
6,-0.1451692,61,23.61596,12,1,84
28,-0.1893231,67.5,22.37256,16,3,108
8,0.1943316,63.5,21.79304,16,3,108
26,0.183343,63.5,23.53649,17.5,3,28
16,-0.4901462,61,17.94813,12.5,2,108
60,0.2709101,67.5,19.28669,18,1,71
7,0.4924235,67.5,20.82963,16,1,108
33,1.485239,63.5,21.79304,21,3,51
89,0.5562732,65.5,18.84389,16,1,108
43,0.099487,65.5,22.12109,17.5,3,108
47,-0.4857795,67.5,23.9155,18,3,98
90,0.3434903,63.5,20.0496,12.5,1,79
54,0.3904607,67.5,19.28669,16,1,108
83,0.1958966,71.5,18.56423,16,2,29
19,-0.3225239,61,19.83741,14,3,108
75,-0.193019,67.5,19.28669,16,3,101
11,-0.2930636,61,25.50524,12.5,3,44
3,-0.001214,69.5,28.38052,12,2,68
23,-0.3031147,63.5,23.53649,14,3,80
49,-0.1361172,67.5,19.28669,17,3,74
54,-0.2840577,65.5,20.48249,12.5,2,108
79,0.0952612,63.5,18.30616,17.5,1,50
41,0.1245624,67.5,20.82963,16,2,108
6,-1.114265,65.5,23.75969,12.5,2,61
68,0.7822923,63.5,18.30616,16,2,108
4,-0.3475485,65.5,22.12109,12.5,2,31
66,0.1196831,65.5,23.75969,18,1,55
23,-0.0553197,67.5,20.82963,16,1,108
55,0.9744797,65.5,20.48249,12.5,2,108
33,0.4477559,65.5,20.48249,16,1,30
72,0.870931,63.5,20.0496,16,3,108
116,0.5639744,65.5,20.48249,16,1,108
35,0.9506117,65.5,22.12109,12.5,3,78
20,-0.4128638,65.5,22.12109,8,3,80
7,-0.375386,65.5,25.39829,12.5,3,69
0,-0.0535401,63.5,32.2537,17,3,51
72,0.3441867,65.5,22.12109,16,2,108
4,-1.123167,67.5,27.00137,14,3,108
4,-0.3572359,61,23.61596,12.5,3,68
5,-0.2697747,63.5,23.53649,21,3,23
13,-0.0160984,65.5,23.75969,17.5,2,18
9,1.248454,61,21.72669,12.5,1,9
39,-0.1894194,67.5,17.74376,12.5,3,46
158,1.592066,65.5,18.84389,16,1,108
5,-0.203136,67.5,22.37256,18,3,108
74,1.605452,65.5,20.48249,14,1,12
36,-0.104843,65.5,23.75969,15,2,108
82,-0.2192397,67.5,20.82963,16,3,108
53,0.3588598,73.5,18.86899,17.5,1,14
84,0.6891218,71.5,19.93936,16,1,73
54,0.622955,71.5,17.1891,18,1,47
57,-0.623912,71.5,18.56423,14,3,73
51,0.0477459,65.5,20.48249,8,1,46
19,0.2126845,67.5,25.45844,12.5,3,108
0,0.3290704,59,19.18558,16,3,53
8,-0.8119782,67.5,23.9155,16,3,108
2,0.6126533,67.5,22.37256,18,2,11
13,0.2858879,65.5,20.48249,12.5,2,74
56,0.8752653,65.5,23.75969,12.5,1,108
23,-0.1014395,69.5,19.64805,16,2,108
3,-0.7420482,67.5,22.37256,18,1,108
145,0.6233054,65.5,18.84389,8,1,60
35,0.7921377,61,19.83741,12.5,2,74
50,-0.3156119,63.5,25.27993,16,2,66
41,-0.1826969,63.5,25.27993,12.5,2,64
93,0.4337986,61,25.50524,16,2,108
9,-0.6177946,63.5,21.79304,12.5,3,67
20,-0.281877,61,21.72669,16,3,15
52,-0.0030534,61,21.72669,14,3,108
167,0.3853236,65.5,18.84389,16,1,104
29,0.2053338,69.5,19.64805,17.5,2,102
26,-0.1668906,59,17.16604,17,1,59
21,-0.0002341,59,21.20511,8,1,108
25,-0.1607655,63.5,20.0496,12.5,3,76
47,-0.074618,67.5,20.82963,8,3,81
76,0.328904,61,23.61596,16,1,108
10,-0.6945509,61,17.94813,18,2,108
16,0.6126746,61,17.94813,12.5,2,108
2,-0.4450474,67.5,20.82963,18,3,108
13,-0.5527241,65.5,18.84389,16,3,76
5,-1.233598,65.5,33.59128,12,1,14
8,0.4262735,65.5,23.75969,15,1,76
39,0.287349,63.5,25.27993,16,3,108
30,0.0104376,69.5,22.55887,18,2,96
7,0.2078114,67.5,22.37256,16,2,40
51,0.2519234,67.5,20.82963,16,1,58
2,-0.6795746,63.5,32.2537,16,3,45
31,-0.5626595,67.5,19.28669,12.5,3,108
25,0.0317015,63.5,25.27993,17,2,63
5,0.7218688,65.5,20.48249,18,2,74
44,-0.1378352,65.5,20.48249,17.5,3,22
10,0.4084255,67.5,19.28669,12.5,2,108
7,-1.006391,65.5,27.03689,14,1,31
42,0.0469195,67.5,23.9155,17.5,1,15
12,-0.464029,63.5,20.0496,21,3,59
40,0.2622088,69.5,19.64805,12,1,37
102,0.012715,65.5,22.12109,16,2,83
15,-0.2222476,67.5,25.45844,17.5,3,108
16,1.417898,69.5,22.55887,15,1,70
10,-0.3069882,67.5,27.00137,12.5,3,108
21,-0.4124237,65.5,20.48249,8,1,32
43,0.3198914,69.5,19.64805,16,3,31
137,1.961148,67.5,22.37256,16,1,56
30,0.5655514,63.5,21.79304,12.5,2,16
34,0.0480788,61,25.50524,18,2,108
6,0.1184063,61,21.72669,17,2,16
22,0.4868481,61,25.50524,12.5,1,21
9,-0.4290688,61,27.39452,17.5,3,108
12,0.1021055,69.5,21.10346,16,2,54
50,0.8882577,69.5,21.10346,17,1,108
11,-0.6106962,63.5,21.79304,12.5,3,108
15,0.9022191,61,23.61596,12.5,1,108
49,0.6197671,65.5,23.75969,17,1,108
2,0.0646297,65.5,25.39829,18,2,34
20,0.1152714,69.5,19.64805,12.5,3,17
