emails,rating,height,bmi,yrs_education,age,days_active
14,-0.0810675,71.5,21.31449,14,1,108
2,0.1553697,65.5,28.67549,16,2,101
11,-0.0779345,73.5,22.77292,12.5,3,36
4,-0.758971,71.5,24.06475,14.5,2,108
2,-0.5642481,65.5,23.75969,12.5,3,108
7,0.2940597,69.5,24.01428,16,1,94
0,-1.005581,69.5,29.83593,16,1,23
27,1.277617,69.5,26.92511,12.5,1,53
10,-0.1879805,69.5,29.83593,16,3,92
2,-0.2288392,69.5,26.92511,12,2,108
8,-0.2897915,71.5,25.43987,16,2,108
0,-0.6756164,69.5,32.74675,17.5,1,58
11,0.5184891,67.5,25.45844,16,3,108
9,0.1168819,67.5,28.54431,16,1,108
15,0.6223117,69.5,22.55887,16,1,108
5,-0.086661,73.5,24.07423,16,3,42
0,-0.3080343,69.5,29.83593,16,3,16
3,-0.0984726,71.5,25.43987,16,1,42
0,-0.8856374,67.5,28.54431,14,1,62
0,-0.6028674,69.5,22.55887,12.5,1,108
9,0.048171,69.5,24.01428,16,3,108
2,0.0609605,67.5,23.9155,16,1,73
5,-0.069563,71.5,21.31449,21,3,108
3,-0.0868201,73.5,21.47161,16,1,46
34,-0.2117216,73.5,25.37554,17.5,3,108
7,-0.0499316,65.5,27.03689,14,1,108
4,0.2401287,73.5,24.07423,16,1,105
1,-0.3723027,71.5,24.06475,17.5,2,78
8,-0.7011564,69.5,24.01428,14,2,82
3,-0.0545048,73.5,24.07423,17.5,2,74
0,-0.4344362,73.5,25.37554,16,3,48
2,-0.1971555,69.5,24.01428,16,2,108
18,-0.0817398,71.5,22.68962,16,3,108
0,-0.4161834,71.5,24.06475,14,2,38
3,1.689554,77.5,28.67596,17.5,3,4
3,0.1841621,71.5,22.68962,17.5,1,108
8,-0.6163707,69.5,35.65757,12.5,2,108
1,-0.7109089,73.5,26.67685,21,3,108
4,-0.2051395,71.5,24.06475,12,1,108
19,-0.0102272,71.5,26.815,16,1,108
1,-0.1239163,73.5,25.37554,16,1,108
3,-0.1792461,65.5,25.39829,16,1,108
2,-0.3315283,67.5,22.37256,12,1,108
37,0.2423028,73.5,27.97816,12.5,1,108
19,-0.3187922,69.5,25.4697,16,3,108
7,0.0718362,73.5,27.97816,12.5,1,108
3,-0.5302341,71.5,26.815,15,1,108
6,-0.2469144,67.5,22.37256,12.5,3,71
1,-0.7452308,73.5,30.58078,14,2,62
0,0.0731194,69.5,25.4697,12.5,2,78
8,-0.2697158,71.5,25.43987,18,3,108
2,-0.6281721,85,18.00069,14.5,2,78
2,0.4528183,67.5,20.82963,17.5,2,18
12,0.5002435,73.5,24.07423,16,3,108
18,-0.257052,69.5,22.55887,16,2,17
4,0.4221382,69.5,25.4697,16,1,37
7,-0.014868,67.5,23.9155,14,3,108
0,-0.1431979,71.5,30.94039,16,1,40
0,-0.1457116,67.5,27.00137,17.5,3,40
1,0.337853,67.5,20.82963,16,1,70
0,-0.0138351,73.5,22.77292,18,1,108
2,-0.624939,73.5,25.37554,21,1,5
3,0.0149858,69.5,28.38052,17.5,3,74
0,-0.8506792,73.5,33.1834,14,3,54
25,-0.0053644,73.5,29.27947,16,2,108
3,0.118321,75.5,25.28222,12.5,1,60
18,1.050703,65.5,25.39829,14,1,71
14,-0.2913037,67.5,27.00137,12.5,2,108
6,0.3287081,67.5,25.45844,15,1,108
7,0.1988635,69.5,22.55887,17,2,108
1,0.8679782,73.5,24.07423,17.5,2,72
26,-0.0522127,69.5,24.01428,16,2,108
1,-0.3969738,67.5,23.9155,16,3,104
0,-0.6358563,65.5,27.03689,16,3,48
4,0.6269163,73.5,25.37554,16,1,43
20,0.5782403,71.5,24.06475,17.5,3,108
2,-0.1621391,71.5,26.815,14.5,3,77
6,0.1676414,69.5,24.01428,16,1,21
7,-0.5346442,73.5,20.1703,8,2,103
3,-0.7794325,73.5,25.37554,12.5,3,12
10,0.5197179,73.5,21.47161,12.5,2,33
9,-0.0719279,67.5,25.45844,18,3,81
6,-0.1519431,71.5,26.815,18,2,108
3,-0.0416898,73.5,26.67685,16,1,45
6,0.3729712,73.5,25.37554,16,1,80
6,0.0772342,69.5,28.38052,18,1,80
0,-1.154226,71.5,24.06475,21,3,71
6,-0.0847665,69.5,24.01428,12.5,3,104
0,-0.7961103,75.5,31.44862,12.5,2,41
0,-0.3628318,71.5,25.43987,17,2,78
4,-0.15897,71.5,26.815,16,2,26
2,-0.3955672,73.5,22.77292,16,3,66
1,-0.888765,67.5,28.54431,12.5,1,29
3,0.816983,69.5,24.01428,18,1,108
1,-0.7444613,73.5,31.88209,14,2,107
1,0.0557804,69.5,26.92511,16,3,26
22,0.0182126,69.5,24.01428,18,3,108
2,-0.6117246,65.5,25.39829,12.5,2,81
11,-0.0075108,73.5,22.77292,18,3,108
2,0.4495205,71.5,25.43987,16,1,34
2,-0.1895477,65.5,25.39829,18,3,69
1,-0.385469,71.5,25.43987,16,3,75
1,0.064858,67.5,27.00137,17,1,74
3,-0.2339566,69.5,25.4697,16,1,59
2,0.1309752,71.5,25.43987,16,2,30
7,0.173594,71.5,25.43987,14,2,108
9,-0.3329256,67.5,25.45844,18,2,48
7,0.754338,71.5,21.31449,18,1,74
3,-1.245002,71.5,24.06475,16,3,33
4,0.8545525,71.5,22.68962,18,3,73
1,-0.0515873,69.5,22.55887,21,3,108
0,-0.7043293,73.5,22.77292,12.5,3,19
0,0.5687274,75.5,26.5155,12.5,2,22
2,-0.4982732,73.5,26.67685,12,2,65
0,-0.8665546,69.5,32.74675,12.5,3,11
1,-0.7964372,69.5,24.01428,17.5,2,108
20,0.1847956,71.5,26.815,16,1,108
2,0.5065337,69.5,22.55887,18,1,108
0,-0.7175264,71.5,26.815,14,2,108
1,0.2943148,69.5,26.92511,14,2,5
40,0.3561357,71.5,24.06475,16,1,108
20,-0.6894132,73.5,26.67685,16,3,108
4,-0.62173,69.5,28.38052,14,2,98
2,-0.4719871,71.5,29.56526,12,1,100
11,-0.2263571,69.5,28.38052,18,3,108
1,0.2198672,69.5,22.55887,17.5,3,66
10,0.5460153,71.5,24.06475,16,2,78
3,-0.2629767,69.5,25.4697,17.5,1,1
18,-0.1463342,69.5,26.92511,18,2,108
2,-0.8789574,75.5,26.5155,12.5,3,31
12,0.3565842,73.5,22.77292,16,1,108
1,0.3353782,73.5,24.07423,21,1,108
9,-0.7333575,73.5,25.37554,17.5,3,64
23,0.0499609,65.5,27.03689,18,2,108
7,-0.1265518,69.5,29.83593,21,1,108
9,-0.1869724,69.5,25.4697,16,2,108
0,-1.006436,71.5,24.06475,13,2,53
1,-0.8723968,69.5,28.38052,12.5,2,52
1,-0.2776977,65.5,23.75969,8,2,47
1,-0.5980301,73.5,26.67685,16,2,84
16,-0.4033006,69.5,28.38052,16,1,108
1,-0.2920894,71.5,24.06475,15,1,41
23,0.9001971,69.5,22.55887,16,1,108
0,-0.7158667,73.5,22.77292,12.5,2,108
1,-0.4393727,69.5,24.01428,17.5,2,20
1,-1.1737,71.5,32.31552,14,3,49
1,0.1042891,69.5,28.38052,16,1,10
2,-0.2653159,69.5,26.92511,16,1,76
4,-0.5092134,67.5,27.00137,16,2,45
1,-0.9367878,71.5,30.94039,17.5,1,12
1,-0.0422311,69.5,22.55887,16,3,108
2,-0.8157914,71.5,28.19013,12.5,3,68
3,-0.1902274,75.5,25.28222,12.5,3,73
1,-0.7655607,69.5,24.01428,12.5,3,80
0,-0.1569432,71.5,24.06475,15,1,82
0,0.0255468,71.5,24.06475,17,3,84
1,-0.4244178,69.5,28.38052,13,1,16
7,0.5764118,73.5,24.07423,21,1,24
6,0.0873554,69.5,25.4697,16,1,11
2,-0.5835086,71.5,26.815,8,3,11
1,-0.7318486,67.5,28.54431,12.5,3,72
16,0.4911104,73.5,25.37554,18,2,108
3,0.0866592,71.5,22.68962,12.5,2,108
1,-0.9511896,73.5,24.07423,16,2,21
5,-0.902076,77.5,28.67596,17,3,108
37,0.0285823,71.5,25.43987,16,3,67
1,-0.259185,71.5,25.43987,16,3,66
1,-0.0024783,67.5,27.00137,12,1,65
1,-0.7468328,73.5,25.37554,16,2,108
9,-0.2976009,69.5,28.38052,17.5,3,108
7,0.2355138,69.5,25.4697,16,3,108
5,0.0357352,73.5,30.58078,13,1,108
1,-0.2844435,67.5,25.45844,21,2,72
2,-0.2739123,73.5,24.07423,16,1,108
3,1.035043,71.5,24.06475,12.5,1,5
0,-0.5233104,67.5,23.9155,12.5,1,48
29,0.6456826,73.5,30.58078,16,3,108
7,-0.0984519,67.5,31.63018,14,1,64
1,-1.222531,69.5,22.55887,18,3,108
6,0.4006071,69.5,24.01428,16,1,61
1,-0.283457,75.5,22.81567,16,2,23
0,-0.6754128,69.5,22.55887,16,3,108
4,0.5571423,73.5,27.97816,16,1,108
4,1.196339,69.5,26.92511,18,1,27
5,-0.801275,71.5,24.06475,16,3,108
5,-0.3777,71.5,24.06475,18,2,5
2,0.4556482,73.5,26.67685,16,1,84
6,-0.6112571,71.5,28.19013,16,1,48
13,1.18819,73.5,25.37554,16,1,83
1,1.468105,73.5,25.37554,16,2,36
1,1.259516,73.5,25.37554,16,1,66
3,0.1591732,73.5,25.37554,18,1,74
2,-0.3417154,67.5,23.9155,15,2,77
1,0.2556328,73.5,24.07423,14,1,16
5,0.2833475,71.5,26.815,16,2,56
0,-0.9212459,71.5,22.68962,12.5,3,108
1,-0.8831626,73.5,25.37554,17,3,108
18,-0.5903073,73.5,25.37554,12.5,3,108
5,0.4558611,73.5,22.77292,17.5,3,15
2,-0.3601781,69.5,31.29134,12.5,1,82
4,-0.7906624,71.5,28.19013,12.5,3,108
1,0.2834834,73.5,26.67685,16,3,70
15,-0.5717708,65.5,25.39829,18,2,92
2,-0.9755769,73.5,27.97816,21,1,57
4,-0.4696092,75.5,26.5155,12.5,2,108
1,-0.671007,67.5,28.54431,8,3,82
6,-0.3618418,73.5,27.97816,18,3,108
11,-0.9433357,73.5,30.58078,12.5,3,108
0,-0.490388,69.5,26.92511,14,2,78
8,-0.3765862,71.5,25.43987,16,3,108
0,0.4783351,71.5,29.56526,16,1,4
1,-0.2303546,67.5,23.9155,17.5,3,108
29,-0.0895347,71.5,26.815,21,1,81
0,-0.5321507,69.5,25.4697,17.5,3,6
4,0.0135225,67.5,28.54431,18,1,108
2,-0.7004927,67.5,25.45844,12.5,3,61
77,1.409485,71.5,25.43987,16,1,108
1,-0.0342144,77.5,27.50551,16,1,42
10,-0.2531247,69.5,29.83593,18,3,8
6,0.26917,69.5,25.4697,16,1,108
1,0.073991,73.5,24.07423,18,1,97
5,0.4980572,69.5,24.01428,8,1,108
17,-0.0727175,73.5,26.67685,18,3,16
4,-0.0136067,73.5,22.77292,8,2,63
26,0.4308507,77.5,26.33507,15,2,108
0,0.086915,69.5,25.4697,14,2,14
9,0.6183358,69.5,25.4697,16,1,71
9,0.7564266,69.5,25.4697,16,3,108
4,0.1700159,75.5,26.5155,16,1,108
7,-0.3861052,69.5,24.01428,18,3,108
9,-0.2216184,71.5,28.19013,13,3,46
7,-0.7826017,73.5,29.27947,16,3,108
4,-0.5818164,67.5,25.45844,16,1,86
3,-0.1956565,69.5,24.01428,17.5,2,108
0,-1.197603,69.5,25.4697,12,1,6
6,-0.4107695,69.5,22.55887,14.5,2,65
4,-0.8854004,67.5,27.00137,16,3,41
21,-0.005004,71.5,26.815,16,2,108
6,-0.9567167,69.5,28.38052,14,1,108
7,0.0263939,71.5,24.06475,16,1,53
0,-0.4545128,67.5,20.82963,15,1,108
6,0.163348,71.5,24.06475,18,1,12
2,0.9409629,69.5,31.29134,16,1,108
1,-0.3952699,71.5,25.43987,14,1,69
50,1.157562,77.5,26.33507,12.5,1,108
15,0.4446771,75.5,27.74878,12.5,1,108
11,-0.7260661,77.5,29.84641,16,3,61
4,0.5887175,69.5,24.01428,18,3,108
3,0.4605653,69.5,25.4697,14.5,2,27
14,-0.5194116,69.5,24.01428,18,1,108
0,-0.9600263,75.5,26.5155,12.5,2,1
7,0.0339998,71.5,26.815,12.5,1,108
2,0.1913835,69.5,22.55887,17.5,3,19
2,-0.2303309,61,34.95163,17.5,3,67
1,0.4278855,75.5,24.04894,12.5,2,25
5,-0.2231629,71.5,26.815,8,2,108
4,0.2965099,69.5,25.4697,12,2,108
16,0.0004035,67.5,27.00137,16,2,108
11,0.3339296,71.5,29.56526,21,1,108
9,-0.0147194,73.5,25.37554,17.5,3,108
0,-0.410537,73.5,26.67685,12.5,2,39
9,0.7562237,69.5,21.10346,16,2,74
18,0.8843433,71.5,24.06475,21,2,108
7,-0.2595078,65.5,25.39829,18,2,14
0,-0.7582799,67.5,31.63018,12.5,1,78
16,-0.2367795,67.5,25.45844,16,3,108
31,0.0254116,71.5,24.06475,12.5,2,108
3,-0.229261,69.5,25.4697,17.5,2,63
1,0.3989475,73.5,22.77292,17.5,1,54
2,0.1504908,69.5,25.4697,12.5,1,52
3,0.6923516,73.5,27.97816,16,1,108
7,-0.2976329,71.5,29.56526,18,2,88
7,-0.2506255,69.5,26.92511,16,2,100
1,-1.031955,67.5,23.9155,16,3,66
2,-1.766718,75.5,25.28222,18,2,27
7,0.8585135,73.5,25.37554,16,1,56
3,0.0176173,71.5,22.68962,12.5,1,41
10,0.5944508,73.5,22.77292,16,1,105
0,0.5128924,69.5,26.92511,16,1,27
1,-0.0297933,69.5,24.01428,12.5,1,82
42,-0.2050436,71.5,28.19013,16,1,108
3,-0.2454566,73.5,25.37554,16,1,11
42,0.8092315,71.5,21.31449,8,1,55
4,-0.1906233,71.5,24.06475,16,1,108
0,0.1038361,69.5,25.4697,16,2,108
9,-0.0952484,71.5,24.06475,18,1,58
11,0.5821197,71.5,22.68962,16,1,24
5,0.3242945,69.5,22.55887,21,3,108
2,1.219208,73.5,24.07423,16,1,68
7,0.325204,71.5,25.43987,16,2,57
13,0.407823,65.5,25.39829,16,3,28
5,0.2582611,69.5,24.01428,21,1,21
21,1.323635,75.5,22.81567,16,2,83
4,0.0151733,67.5,28.54431,15,1,9
11,0.121874,69.5,24.01428,15,1,108
3,-0.5214788,69.5,28.38052,16,2,29
1,-0.6008986,69.5,24.01428,17.5,3,29
0,-0.4932874,73.5,25.37554,17.5,1,106
7,1.640632,71.5,21.31449,16,2,108
0,-1.453622,69.5,24.01428,12.5,2,76
10,-0.3965989,69.5,24.01428,14.5,2,108
36,0.4048575,71.5,26.815,21,3,108
13,0.4120557,73.5,25.37554,16,2,108
3,-0.2177323,69.5,22.55887,18,2,108
1,-0.3349279,71.5,25.43987,16,3,108
2,-0.1672666,69.5,24.01428,14.5,3,108
0,-0.2754607,67.5,22.37256,13,2,17
1,-0.4152399,71.5,24.06475,17.5,2,48
7,0.0619234,69.5,25.4697,16,1,108
9,0.1185369,71.5,26.815,12.5,2,108
1,0.3564307,73.5,22.77292,12.5,1,44
3,-0.63911,69.5,28.38052,17.5,3,108
0,0.0120799,71.5,24.06475,12.5,2,35
6,-0.4111208,69.5,28.38052,14,2,108
3,-0.2138623,71.5,22.68962,14,1,66
5,0.1031425,69.5,25.4697,16,1,59
3,0.4163711,73.5,24.07423,12,1,36
12,-0.5118836,71.5,28.19013,16,3,108
6,0.2007903,73.5,24.07423,16,1,97
5,-0.6443741,71.5,25.43987,18,3,70
0,-0.2914484,67.5,22.37256,18,2,108
1,-0.1747858,67.5,25.45844,16,2,62
6,-0.1432581,73.5,24.07423,18,1,108
7,-0.149251,69.5,26.92511,16,1,108
0,-0.3313617,71.5,35.06577,12.5,1,32
4,0.3172895,71.5,26.815,14.5,1,108
3,-0.26485,73.5,27.97816,16,1,66
2,0.1792139,63.5,25.27993,12,1,81
9,-0.3308586,73.5,26.67685,16,3,108
11,-0.1435105,73.5,27.97816,12.5,3,108
2,-0.3307148,69.5,19.64805,12.5,1,52
4,0.859817,69.5,19.64805,12.5,1,37
3,-0.3415199,71.5,21.31449,16,3,30
1,-1.107628,75.5,28.98206,16,3,16
1,-0.5465818,71.5,24.06475,18,2,108
6,-0.4222424,71.5,26.815,12.5,2,108
4,-0.2282498,67.5,27.00137,16,2,106
0,-0.1405917,67.5,22.37256,12,3,108
2,-0.2613251,75.5,24.04894,17,2,2
18,-0.1723964,69.5,25.4697,16,3,108
2,-0.7940676,71.5,29.56526,14,1,108
